,Symbol,Name,EV/EBIT, MV , TDebt , EBIT 
2329,RTIX,RTI SURGICAL INC,-22.39043695," 273,741,856.00 "," 80,139,000.00 "," -15,805,000.00 "
287,BAS,BASIC ENERGY SERVICES,-22.38693663," 431,791,264.00 "," 253,942,992.00 "," -30,631,000.00 "
189,APTI,APPTIO INC,-22.3304079," 694,430,016.00 "," 68,000.00 "," -31,101,000.00 "
842,ECOM,CHANNELADVISOR CORP,-22.32193618," 303,959,936.00 "," 1,047,000.00 "," -13,664,000.00 "
365,BLUE,BLUEBIRD BIO INC,-22.24694953," 5,721,880,064.00 "," 153,962,000.00 "," -264,119,000.00 "
67,AERI,AERIE PHARMACEUTICALS,-22.12932705," 2,064,146,048.00 "," 123,692,000.00 "," -98,866,000.00 "
2708,TWIN,TWIN DISC INC,-22.10939779," 197,658,304.00 "," 6,323,000.00 "," -9,226,000.00 "
2511,SREV,SERVICESOURCE INTL,-22.00274576," 300,567,904.00 "," 139,332,992.00 "," -19,993,000.00 "
1385,IMPV,IMPERVA INC,-21.5296752," 1,487,851,264.00 ", -   ," -69,107,000.00 "
501,CECO,CAREER EDUCATION CORP,-21.43104308," 659,690,368.00 ", -   ," -30,782,000.00 "
492,CDEV,CENTENNIAL RESOURCE DEV,-20.9236715," 4,612,377,600.00 "," 35,000,000.00 "," -222,111,000.00 "
2113,PICO,PICO HOLDINGS INC,-20.8847201," 375,987,616.00 ", -   ," -18,003,000.00 "
1807,MUR,MURPHY OIL CORP,-20.74544902," 4,229,764,096.00 "," 2,926,274,816.00 "," -344,945,000.00 "
370,BMRN,BIOMARIN PHARMACEUTICAL,-20.71153902," 15,718,034,432.00 "," 676,204,992.00 "," -791,551,000.00 "
2002,ONCE,SPARK THERAPEUTICS INC,-20.70426251," 2,558,758,144.00 "," 1,376,235.00 "," -123,652,527.00 "
2021,OSG,OVERSEAS SHIPHOLDING INC,-20.45504819," 185,334,224.00 "," 508,726,016.00 "," -33,931,000.00 "
242,ATRS,ANTARES PHARMA INC,-20.44281525," 470,785,088.00 "," 24,724,304.00 "," -24,238,804.00 "
2350,SAGE,SAGE THERAPEUTICS INC,-20.24810783," 3,219,185,920.00 ", -   ," -158,987,000.00 "
2432,SIGM,SIGMA DESIGNS INC,-20.14072266," 235,001,952.00 ", -   ," -11,668,000.00 "
2959,XEC,CIMAREX ENERGY CO,-20.11698641," 9,803,153,408.00 "," 1,486,097,024.00 "," -561,180,000.00 "
2900,WK,WORKIVA INC,-20.11420277," 826,071,424.00 "," 20,294,000.00 "," -42,078,000.00 "
1197,GSAT,GLOBALSTAR INC,-19.99553965," 2,214,473,216.00 "," 568,685,952.00 "," -139,189,000.00 "
244,ATU,ACTUANT CORP,-19.95874238," 1,458,077,184.00 "," 569,252,032.00 "," -101,576,000.00 "
1436,ITG,INVESTMENT TECHNOLOGY,-19.82432528," 662,847,296.00 "," 150,406,000.00 "," -41,023,000.00 "
2691,TSRO,TESARO INC,-19.40005867," 7,031,068,672.00 "," 137,447,008.00 "," -369,510,000.00 "
127,ALNY,ALNYLAM PHARMACEUTICALS,-19.39654343," 7,804,677,632.00 "," 150,000,000.00 "," -410,108,000.00 "
264,AXDX,ACCELERATE DIAGNOSTICS,-19.37160801," 1,280,153,344.00 ", -   ," -66,084,000.00 "
2240,RCII,RENT A CENTER INC,-19.36842014," 644,419,968.00 "," 635,697,024.00 "," -66,093,000.00 "
648,CRBP,CORBUS PHARMACEUTICALS,-19.21269364," 384,186,816.00 "," 41,600.00 "," -19,998,675.00 "
79,AGFS,AGROFRESH SOLUTIONS INC,-19.00783643," 358,907,808.00 "," 407,127,008.00 "," -40,301,000.00 "
2257,RES,RPC INC,-18.95053624," 4,523,095,040.00 ", -   ," -238,679,000.00 "
2401,SFE,SAFEGUARD SCIENTIFICS,-18.93776628," 247,000,944.00 "," 86,834,000.00 "," -17,628,000.00 "
180,APA,APACHE CORP,-18.79629265," 15,298,310,144.00 "," 8,479,000,064.00 "," -1,265,000,000.00 "
1995,OMER,OMEROS CORP,-18.48974252," 1,007,765,568.00 "," 81,761,000.00 "," -58,926,000.00 "
622,COP,CONOCOPHILLIPS,-18.31396924," 55,018,307,584.00 "," 23,467,999,232.00 "," -4,285,000,000.00 "
2986,ZAGG,ZAGG INC,-18.29991266," 349,557,504.00 "," 47,697,000.00 "," -21,708,000.00 "
1960,OAS,OASIS PETE INC,-18.15045746," 1,837,592,064.00 "," 2,359,683,072.00 "," -231,249,000.00 "
194,ARAY,ACCURAY INC,-17.86988879," 345,453,504.00 "," 164,570,992.00 "," -28,541,000.00 "
604,CNX,CONSOL ENERGY INC,-17.77475891," 3,303,790,592.00 "," 2,641,492,992.00 "," -334,479,000.00 "
990,FCX,FREEPORT-MCMORAN INC,-17.74139904," 21,796,489,216.00 "," 15,354,000,384.00 "," -2,094,000,000.00 "
1982,OIS,OIL STATES INTERNATIONAL,-17.73639811," 1,154,866,816.00 "," 50,889,000.00 "," -67,982,000.00 "
889,ENTL,ENTELLUS MEDICAL INC,-17.68936305," 447,040,576.00 "," 21,303,000.00 "," -26,476,000.00 "
2461,SN,SANCHEZ ENERGY CORP,-17.52774232," 352,566,528.00 "," 1,893,788,928.00 "," -128,160,000.00 "
1861,NFG,NATIONAL FUEL GAS CO,-17.49231593," 5,016,724,992.00 "," 2,087,954,048.00 "," -406,160,000.00 "
1743,MNOV,MEDICINOVA INC,-17.43463161," 189,370,976.00 ", -   ," -10,861,771.00 "
1466,JNCE,JOUNCE THERAPEUTICS INC,-17.41050442," 496,756,512.00 ", -   ," -28,532,000.00 "
211,ARRY,ARRAY BIOPHARMA INC,-17.31246989," 1,671,559,552.00 "," 133,905,000.00 "," -104,485,000.00 "
2331,RTRX,RETROPHIN INC,-17.29737311," 938,141,632.00 "," 44,747,000.00 "," -56,823,000.00 "
1474,JUNO,JUNO THERAPEUTICS INC,-17.22133637," 4,402,669,568.00 "," 10,074,000.00 "," -256,237,000.00 "
386,BOX,BOX INC,-17.07220318," 2,481,482,496.00 "," 80,307,000.00 "," -149,977,000.00 "
919,ESPR,ESPERION THERAPEUTICS,-16.9942897," 1,265,904,000.00 "," 1,904,000.00 "," -74,602,000.00 "
401,BRS,BRISTOW GROUP INC,-16.98502247," 310,531,360.00 "," 1,292,566,016.00 "," -94,383,000.00 "
2294,RMTI,ROCKWELL MEDICAL INC,-16.85690497," 326,996,800.00 ", -   ," -19,398,389.00 "
2031,OXFD,OXFORD IMMUNOTEC GLOBAL,-16.71334225," 392,405,312.00 "," 29,757,000.00 "," -25,259,000.00 "
41,ACRS,ACLARIS THERAPEUTICS,-16.35360203," 786,264,832.00 ", -   ," -48,079,000.00 "
1400,INST,INSTRUCTURE INC,-16.33897768," 871,096,256.00 ", -   ," -53,314,000.00 "
1898,NR,NEWPARK RESOURCES INC,-16.26833086," 731,950,144.00 "," 160,986,000.00 "," -54,888,000.00 "
1927,NVCR,NOVOCURE LTD,-15.81219914," 1,726,650,368.00 "," 96,765,000.00 "," -115,317,000.00 "
829,DYN,DYNEGY INC,-15.80041388," 1,174,474,624.00 "," 9,317,000,192.00 "," -664,000,000.00 "
1523,KOS,KOSMOS ENERGY LTD,-15.79404286," 2,827,593,728.00 "," 1,127,503,104.00 "," -250,417,000.00 "
1709,MGEN,MIRAGEN THERAPEUTICS,-15.67718388," 193,353,296.00 "," 3,850,000.00 "," -12,579,000.00 "
25,ACAD,ACADIA PHARMACEUTICALS,-15.64605335," 4,228,919,808.00 ", -   ," -270,052,000.00 "
443,CALM,CAL MAINE FOODS INC,-15.58755773," 1,765,668,480.00 "," 10,939,000.00 "," -113,976,000.00 "
441,CALA,CALITHERA BIOSCIENCES,-15.44940869," 587,139,328.00 ", -   ," -38,004,000.00 "
2465,SNCR,SYNCHRONOSS TECHNOLOGY,-15.40983963," 773,029,568.00 "," 267,411,984.00 "," -67,518,000.00 "
2736,UEC,URANIUM ENERGY CORP,-15.40396846," 202,181,456.00 "," 18,969,006.00 "," -14,356,720.00 "
2495,SPPI,SPECTRUM PHARMACEUTICALS,-15.15740818," 830,356,288.00 "," 100,157,000.00 "," -61,390,000.00 "
500,CECE,CECO ENVIRONMENTAL CORP,-15.13992238," 262,226,320.00 "," 120,087,000.00 "," -25,252,000.00 "
2178,PRTA,PROTHENA CORP PLC,-15.13832968," 2,354,301,440.00 "," 52,148,000.00 "," -158,964,000.00 "
792,DMRC,DIGIMARC CORPORATION,-15.11579725," 327,438,400.00 ", -   ," -21,662,000.00 "
231,ATHX,ATHERSYS INC,-15.11502745," 232,948,000.00 ", -   ," -15,374,000.00 "
2413,SGMO,SANGAMO THERAPEUTICS INC,-15.10715214," 1,082,759,808.00 ", -   ," -71,672,000.00 "
2312,RPD,RAPID7 INC,-15.09465592," 740,045,696.00 ", -   ," -49,027,000.00 "
1111,GBT,GLOBAL BLOOD THERA,-15.07144279," 1,242,911,744.00 ", -   ," -82,468,000.00 "
1521,KOPN,KOPIN CORP,-15.03045498," 299,123,264.00 ", -   ," -19,901,145.00 "
1470,JONE,JONES ENERGY INC,-15.00710111," 104,190,848.00 "," 728,163,008.00 "," -55,464,000.00 "
1383,IMMR,IMMERSION CORP,-14.78337032," 214,491,920.00 ", -   ," -14,509,000.00 "
81,AGIO,AGIOS PHARMACEUTICALS,-14.77671067," 2,932,748,544.00 ", -   , -   
1655,MACK,MERRIMACK PHARMACEUTICAL,-14.68247493," 1,564,301,568.00 "," 48,906,000.00 "," -109,873,000.00 "
2326,RSYS,RADISYS CORP,-14.65198637," 62,472,320.00 "," 45,000,000.00 "," -7,335,000.00 "
2715,TXMD,THERAPEUTICSMD INC,-14.64219664," 1,315,974,144.00 ", -   ," -89,875,459.00 "
2005,OOMA,OOMA INC,-14.46453996," 187,301,328.00 ", -   ," -12,949,000.00 "
1194,GRPN,GROUPON INC,-14.41866913," 2,446,444,032.00 "," 233,554,000.00 "," -185,870,000.00 "
1796,MTNB,MATINAS BIOPHARMA HLDG,-14.41254803," 109,447,048.00 "," 70,114.00 "," -7,598,737.00 "
1968,OCX,ONCOCYTE CORPORATION,-14.40681662," 158,249,328.00 "," 2,646,000.00 "," -11,168,000.00 "
759,DERM,DERMIRA INC,-14.40568668," 1,004,848,192.00 "," 278,468,000.00 "," -89,084,000.00 "
998,FET,FORUM ENERGY TECH,-14.13366552," 1,163,794,944.00 "," 399,232,992.00 "," -110,589,000.00 "
256,AVXL,ANAVEX LIFE SCIENCES,-13.99296053," 205,795,632.00 ", -   ," -14,707,083.00 "
138,AMBR,AMBER RD INC,-13.95279513," 217,814,384.00 "," 23,132,012.00 "," -17,268,683.00 "
1770,MRO,MARATHON OIL CORP,-13.95268363," 9,968,564,224.00 "," 7,263,000,064.00 "," -1,235,000,000.00 "
2073,PDVW,PDVWIRELESS INC,-13.84506269," 452,001,184.00 "," 497,000.00 "," -32,683,000.00 "
2388,SCWX,SECUREWORKS CORP,-13.79384054," 875,591,616.00 ", -   ," -63,477,000.00 "
182,APC,ANADARKO PETROLEUM CORP,-13.7721387," 23,655,514,112.00 "," 16,817,999,872.00 "," -2,939,000,000.00 "
96,AIMT,AIMMUNE THERAPEUTICS INC,-13.53660655, -   , -   ," -80,824,000.00 "
2175,PRO,PROS HOLDINGS INC,-13.52114957," 803,305,536.00 "," 207,468,000.00 "," -74,755,000.00 "
1751,MODN,MODEL N INC,-13.45657139," 384,027,584.00 "," 57,025,000.00 "," -32,776,000.00 "
1831,NBL,NOBLE ENERGY INC,-13.42100033," 12,182,924,288.00 "," 7,197,000,192.00 "," -1,444,000,000.00 "
2055,PBYI,PUMA BIOTECHNOLOGY INC,-13.35843432," 3,687,074,816.00 ", -   ," -276,011,000.00 "
1943,NWS,NEWS CORP CL B,-13.33537415," 7,822,255,104.00 "," 379,000,000.00 "," -615,000,000.00 "
2316,RRC,RANGE RESOURCES CORP,-13.1234345," 4,470,684,160.00 "," 3,848,589,056.00 "," -633,925,000.00 "
625,CORI,CORIUM INTL INC,-13.0990753," 324,543,712.00 "," 52,094,000.00 "," -28,753,000.00 "
1942,NWPX,NORTHWEST PIPE CO,-13.02033491," 174,983,440.00 "," 739,000.00 "," -13,496,000.00 "
1038,FLXN,FLEXION THERAPEUTICS INC,-12.989023," 750,103,040.00 "," 161,035,008.00 "," -70,146,773.00 "
1044,FMI,FOUNDATION MEDICINE INC,-12.95218037," 1,466,083,200.00 ", -   ," -113,192,000.00 "
2195,PTLA,PORTOLA PHARMACEUTICALS,-12.93516784," 3,366,342,656.00 "," 101,744,000.00 "," -268,113,000.00 "
2188,PSTG,PURE STORAGE INC,-12.86502035," 3,128,502,784.00 ", -   ," -243,179,000.00 "
2003,ONDK,ON DECK CAPITAL INC,-12.86473127," 350,309,952.00 "," 744,067,008.00 "," -85,068,000.00 "
2218,QNST,QUINSTREET INC,-12.6655011," 236,857,536.00 ", -   ," -18,701,000.00 "
2142,PMBC,PACIFIC MERCANTILE BANCO,-12.64535992," 184,391,504.00 "," 32,527,000.00 "," -17,154,000.00 "
1022,FIT,FITBIT INC,-12.59552675," 1,376,628,096.00 ", -   ," -109,295,000.00 "
1590,LL,LUMBER LIQUIDATORS HLDGS,-12.49796179," 1,121,220,352.00 "," 57,000,000.00 "," -94,273,000.00 "
2969,XON,INTREXON CORP,-12.48880977," 2,405,559,040.00 "," 8,403,000.00 "," -193,290,000.00 "
1060,FOLD,AMICUS THERAPEUTICS INC,-12.473924," 2,315,443,456.00 "," 159,171,008.00 "," -198,383,000.00 "
53,ADRO,ADURO BIOTECH INC,-12.42041031," 865,503,872.00 ", -   ," -69,684,000.00 "
201,AREX,APPROACH RESOURCES INC,-12.25171515," 235,259,232.00 "," 370,000,000.00 "," -49,402,000.00 "
268,AXON,AXOVANT SCIENCES LTD,-12.18108124," 2,140,842,624.00 "," 51,752,000.00 "," -180,000,000.00 "
2253,REI,RING ENERGY INC,-12.05960847," 687,111,424.00 ", -   ," -56,976,263.00 "
1645,LXRX,LEXICON PHARMACEUTICALS,-12.02682155," 1,521,422,208.00 "," 100,539,000.00 "," -134,862,000.00 "
1160,GNC,GNC HLDGS INC,-11.99175942," 564,178,816.00 "," 1,509,760,000.00 "," -172,947,000.00 "
2270,RGNX,REGENXBIO INC,-11.93496432," 756,700,608.00 ", -   ," -63,402,000.00 "
2948,WVE,WAVE LIFE SCIENCES LTD,-11.9339181," 653,752,704.00 "," 46,999.00 "," -54,785,000.00 "
1088,FSLR,FIRST SOLAR INC,-11.91787445," 4,944,144,896.00 "," 432,628,000.00 "," -451,152,000.00 "
641,CPRX,CATALYST PHARMACEUTICALS,-11.76685045," 212,655,840.00 ", -   ," -18,072,452.00 "
192,AR,ANTERO RESOURCES CO,-11.69172737," 6,303,090,688.00 "," 5,291,973,120.00 "," -992,272,000.00 "
1130,GERN,GERON CORP,-11.67590955," 343,902,240.00 ", -   ," -29,454,000.00 "
730,CY,CYPRESS SEMICONDUCTOR,-11.55194764," 4,561,735,680.00 "," 1,198,850,944.00 "," -498,668,000.00 "
106,AKAO,ACHAOGEN INC,-11.50936874," 767,379,072.00 "," 25,697,000.00 "," -68,907,000.00 "
1713,MGNX,MACROGENICS INC,-11.48695681," 672,308,608.00 ", -   ," -58,528,000.00 "
2068,PDCE,PDC ENERGY INC,-11.34844554," 2,705,167,104.00 "," 1,052,881,984.00 "," -331,151,000.00 "
2514,SRPT,SAREPTA THERAPEUTICS INC,-11.29016313," 3,006,248,448.00 "," 11,217,000.00 "," -267,265,000.00 "
1809,MVIS,MICROVISION INC,-11.21812239," 184,784,912.00 ", -   ," -16,472,000.00 "
1549,LAYN,LAYNE CHRISTENSEN CO,-11.17798438," 216,072,544.00 "," 163,230,000.00 "," -33,933,000.00 "
1166,GNMK,GENMARK DIAGNOSTICS INC,-11.12569256," 510,593,536.00 "," 34,176,000.00 "," -48,965,000.00 "
2846,VSTO,VISTA OUTDOOR INC,-11.10722189," 1,192,286,464.00 "," 1,107,175,040.00 "," -207,024,000.00 "
915,ESIO,ELECTRO SCIENTIFIC INDS,-11.09838641," 401,616,800.00 "," 13,818,000.00 "," -37,432,000.00 "
2255,REN,RESOLUTE ENERGY CORP,-11.03274118," 604,168,576.00 "," 619,880,960.00 "," -110,947,000.00 "
2794,VCYT,VERACYTE INC,-11.02119758," 289,790,272.00 "," 25,427,000.00 "," -28,601,000.00 "
191,AQMS,AQUA METALS INC,-11.01122799," 132,084,032.00 "," 10,148,000.00 "," -12,917,000.00 "
2234,RARX,RA PHARMACEUTICALS INC,-11.00654304," 317,890,976.00 ", -   ," -28,882,000.00 "
2394,SELB,SELECTA BIOSCIENCES INC,-10.97499946," 383,653,056.00 ", -   ," -34,957,000.00 "
1813,MXWL,MAXWELL TECHNOLOGIES INC,-10.95776346," 211,539,328.00 "," 77,000.00 "," -19,312,000.00 "
410,BTU,PEABODY ENERGY CORP,-10.94619914," 3,074,877,952.00 "," 1,957,100,032.00 "," -459,700,000.00 "
1399,INSM,INSMED INC,-10.92565407," 1,831,415,168.00 "," 55,194,000.00 "," -172,677,000.00 "
689,CTMX,CYTOMX THERAPEUTICS INC,-10.86116345," 621,584,384.00 ", -   ," -57,230,000.00 "
571,CLVS,CLOVIS ONCOLOGY INC,-10.71475187," 3,711,412,736.00 "," 281,760,992.00 "," -372,680,000.00 "
32,ACHN,ACHILLION PHARM,-10.67995743," 657,825,216.00 "," 466,000.00 "," -61,638,000.00 "
1208,GUID,GUIDANCE SOFTWARE INC,-10.65113748," 217,862,224.00 "," 1,008,000.00 "," -20,549,000.00 "
2613,TGTX,TG THERAPEUTICS INC,-10.64583073," 832,914,496.00 "," 152,568.00 "," -78,252,894.00 "
1911,NSTG,NANOSTRING TECH INC,-10.63684637," 391,175,392.00 "," 48,137,000.00 "," -41,301,000.00 "
2790,VBIV,VBI VACCINES INC,-10.61351253," 131,147,840.00 "," 12,542,000.00 "," -13,538,387.00 "
221,ASMB,ASSEMBLY BIOSCIENCES INC,-10.49697417," 471,096,160.00 ", -   ," -44,879,234.00 "
2582,TBPH,THERAVANCE BIOPHARMA INC,-10.47012716," 1,652,565,632.00 "," 223,210,000.00 "," -179,155,000.00 "
383,BOLD,AUDENTES THERAPEUTICS,-10.41414762," 621,391,360.00 ", -   ," -59,668,000.00 "
609,COGT,COGINT INC,-10.36445848," 305,388,032.00 "," 62,913,000.00 "," -35,535,000.00 "
821,DVAX,DYNAVAX TECHNOLOGIES,-10.24937882," 1,152,481,152.00 ", -   ," -112,444,000.00 "
2797,VECO,VEECO INSTRUMENTS INC,-10.21377531," 946,622,720.00 "," 271,084,000.00 "," -119,222,000.00 "
2117,PIRS,PIERIS PHARMACEUTICALS,-10.17819364," 230,405,744.00 ", -   ," -22,637,194.00 "
1855,NERV,MINERVA NEUROSCIENCES,-10.12658758," 297,563,008.00 "," 6,392,979.00 "," -30,015,638.00 "
718,CVRS,CORINDUS VASC ROBOTICS,-10.05986645," 321,214,336.00 "," 1,476,000.00 "," -32,077,000.00 "
1105,GAIA,GAIA INC,-9.986317854," 169,028,416.00 ", -   ," -16,926,000.00 "
2258,RESI,ALTISOURCE RESIDENTIAL,-9.916431023," 597,091,648.00 "," 1,128,873,088.00 "," -174,051,000.00 "
2089,PETX,ARATANA THERAPEUTICS INC,-9.882828987," 260,160,896.00 "," 38,093,000.00 "," -30,179,000.00 "
798,DO,DIAMOND OFFSHR DRILLING,-9.879253567," 1,756,505,728.00 "," 1,981,458,048.00 "," -378,365,000.00 "
1591,LLEX,LILIS ENERGY INC,-9.804211899," 211,405,792.00 "," 62,318,000.00 "," -27,919,000.00 "
2192,PTEN,PATTERSON UTI ENERGY,-9.71422139," 3,714,423,552.00 "," 713,609,984.00 "," -455,830,000.00 "
2970,XONE,EXONE COMPANY,-9.622851683," 135,166,048.00 "," 1,796,000.00 "," -14,233,000.00 "
1071,FPRX,FIVE PRIME THERAPEUTICS,-9.574781704," 926,312,256.00 ", -   ," -96,745,000.00 "
1384,IMMU,IMMUNOMEDICS INC,-9.542570362," 1,311,979,392.00 "," 98,084,224.00 "," -147,765,598.00 "
2569,SYRS,SYROS PHARMACEUTICALS,-9.485450349," 452,725,856.00 "," 138,000.00 "," -47,743,000.00 "
823,DVN,DEVON ENERGY CORP,-9.350105768," 17,181,863,936.00 "," 10,616,000,512.00 "," -2,973,000,000.00 "
42,ACTA,ACTUA CORPORATION,-9.338498716," 384,191,904.00 "," 1,320,000.00 "," -41,282,000.00 "
308,BCRX,BIOCRYST PHARMACEUTICALS,-9.328372403," 399,727,616.00 "," 54,163,000.00 "," -48,657,000.00 "
900,EPZM,EPIZYME INC,-9.313995209," 1,026,087,040.00 "," 427,000.00 "," -110,212,000.00 "
663,CRVS,CORVUS PHARMACEUTICALS,-9.2658549," 337,045,472.00 ", -   ," -36,375,000.00 "
1500,KIN,KINDRED BIOSCIENCES INC,-9.259226099," 208,323,328.00 ", -   ," -22,499,000.00 "
727,CXO,CONCHO RESOURCES INC,-9.230590438," 16,966,476,800.00 "," 2,740,999,936.00 "," -2,135,018,000.00 "
2138,PLUG,PLUG POWER INC,-9.228068626," 480,924,384.00 "," 53,187,000.00 "," -57,879,000.00 "
2923,WPX,WPX ENERGY INC,-9.225621041," 4,133,703,424.00 "," 2,600,999,936.00 "," -730,000,000.00 "
2853,VYGR,VOYAGER THERAPEUTICS INC,-9.135234299," 366,697,440.00 ", -   ," -40,141,000.00 "
1586,LJPC,LA JOLLA PHARMACEUTICAL,-9.134061009," 714,146,560.00 ", -   ," -78,185,000.00 "
444,CALX,CALIX INC,-9.122702531," 241,477,936.00 ", -   ," -26,470,000.00 "
2233,RARE,ULTRAGENYX PHARMA,-9.115557287," 2,240,959,488.00 ", -   ," -245,839,000.00 "
732,CYH,COMMUNITY HEALTH SYSTEMS,-9.097244585," 813,215,040.00 "," 14,787,999,744.00 "," -1,715,000,000.00 "
2333,RUN,SUNRUN INC,-9.091851708," 751,244,096.00 "," 1,194,994,048.00 "," -214,064,000.00 "
1355,ICD,IND CONTRACT DRILLING,-9.022711531," 130,813,952.00 "," 39,995,000.00 "," -18,931,000.00 "
673,CSLT,CASTLIGHT HEALTH INC,-9.00254451," 524,824,672.00 "," 5,578,000.00 "," -58,548,000.00 "
1419,IPI,INTREPID POTASH INC,-8.989310486," 441,446,400.00 "," 65,308,000.00 "," -56,373,000.00 "
2108,PHH,PHH CORPORATION,-8.89539214," 728,044,864.00 "," 1,308,999,936.00 "," -229,000,000.00 "
2338,RVNC,REVANCE THERAPEUTICS INC,-8.864412755," 778,184,832.00 "," 3,550,000.00 "," -88,188,000.00 "
2247,RDUS,RADIUS HEALTH INC,-8.8220207," 1,612,700,672.00 ", -   ," -182,804,000.00 "
1386,INAP,INTERNAP CORPORATION,-8.820414023," 337,706,560.00 "," 486,764,000.00 "," -93,473,000.00 "
847,EDIT,EDITAS MEDICINE INC,-8.795002418," 805,846,720.00 "," 48,878,000.00 "," -97,183,000.00 "
2332,RUBI,RUBICON PROJ INC,-8.755131148," 200,606,320.00 ", -   ," -22,913,000.00 "
846,EDGE,EDGE THERAPEUTICS INC,-8.728762032," 324,252,416.00 "," 20,213,426.00 "," -39,463,310.00 "
1046,FMSA,FAIRMOUNT SANTROL HLDGS,-8.716535548," 710,336,768.00 "," 808,075,008.00 "," -174,199,000.00 "
2036,PACB,PACIFIC BIOSCIENCES CA,-8.665453452," 603,385,024.00 "," 13,084,000.00 "," -71,141,000.00 "
882,ENOC,ENERNOC INC,-8.649805073," 240,080,720.00 "," 116,248,000.00 "," -41,195,000.00 "
2827,VRAY,VIEWRAY INC,-8.639696363," 341,652,832.00 "," 44,412,000.00 "," -44,685,000.00 "
506,CENX,CENTURY ALUMINUM CO,-8.630111376," 1,718,402,560.00 "," 255,736,992.00 "," -228,649,000.00 "
50,ADMS,ADAMAS PHARMACEUTICALS,-8.549416383," 480,676,032.00 "," 33,768,000.00 "," -60,173,000.00 "
2325,RST,ROSETTA STONE INC,-8.52135281," 207,032,288.00 "," 2,397,000.00 "," -24,577,000.00 "
1689,MDGL,MADRIGAL PHARMACEUTICALS,-8.507384807," 214,176,288.00 ", -   ," -25,175,338.00 "
1201,GST,GASTAR EXPL INC,-8.432138103," 122,934,520.00 "," 330,840,992.00 "," -53,815,000.00 "
783,DK,DELEK US HLDGS INC,-8.42776095," 2,015,969,920.00 "," 822,499,968.00 "," -336,800,000.00 "
490,CCXI,CHEMOCENTRYX INC,-8.397514101," 335,589,856.00 ", -   ," -39,963,000.00 "
2762,UNT,UNIT CORP,-8.355514433," 904,889,728.00 "," 823,181,056.00 "," -206,818,000.00 "
1962,OBLN,OBALON THERAPEUTICS INC,-8.330834617," 156,632,384.00 "," 9,901,000.00 "," -19,990,000.00 "
1360,ICPT,INTERCEPT PHARMA INC,-8.279189031," 2,951,999,232.00 "," 348,367,008.00 "," -398,634,000.00 "
2804,VHC,VIRNETX HOLDING CORP,-8.202138135," 233,236,000.00 ", -   ," -28,436,000.00 "
292,BBG,BILL BARRETT CORP,-8.194902788," 240,668,144.00 "," 669,007,040.00 "," -111,005,000.00 "
1014,FI,FRANK'S INTERNATIONAL,-8.143637997," 1,479,757,184.00 "," 121,000.00 "," -181,722,000.00 "
2507,SRCI,SRC ENERGY INC,-8.092795589," 1,606,983,936.00 "," 166,010,000.00 "," -219,083,000.00 "
812,DRRX,DURECT CORP,-8.053517395," 239,608,384.00 "," 19,884,000.00 "," -32,221,000.00 "
2889,WG,WILLBROS GROUP INC,-7.956556171," 153,191,088.00 "," 88,179,000.00 "," -30,336,000.00 "
1092,FTD,FTD COMPANIES INC,-7.912204016," 359,462,240.00 "," 261,986,000.00 "," -78,543,000.00 "
1488,KEG,KEY ENERGY SERVICES INC,-7.911673909," 255,514,208.00 "," 246,616,000.00 "," -63,467,000.00 "
447,CARA,CARA THERAPEUTICS INC,-7.898818868," 456,140,992.00 ", -   ," -57,748,000.00 "
999,FEYE,FIREEYE INC,-7.830244224," 2,692,442,880.00 "," 760,546,048.00 "," -440,981,000.00 "
1918,NTRA,NATERA INC,-7.6791666," 680,189,952.00 "," 50,022,000.00 "," -95,090,000.00 "
941,EVRI,EVERI HOLDINGS INC,-7.603540185," 516,248,832.00 "," 1,139,672,960.00 "," -217,783,000.00 "
2035,P,PANDORA MEDIA INC,-7.553808908," 2,042,868,736.00 "," 352,157,024.00 "," -317,062,000.00 "
1364,IDRA,IDERA PHARMACEUTICALS,-7.508743115," 287,293,440.00 "," 359,000.00 "," -38,309,000.00 "
570,CLSD,CLEARSIDE BIOMEDICAL INC,-7.496301677," 186,223,280.00 "," 7,796,000.00 "," -25,882,000.00 "
844,ECR,ECLIPSE RESOURCES CORP,-7.425001318," 638,453,376.00 "," 493,644,000.00 "," -152,471,000.00 "
2179,PRTK,PARATEK PHARMACEUTICALS,-7.416819385," 755,104,640.00 "," 48,975,000.00 "," -108,413,000.00 "
1537,KURA,KURA ONCOLOGY INC,-7.404165586," 192,431,600.00 "," 7,355,000.00 "," -26,983,000.00 "
2193,PTGX,PROTAGONIST THERAPEUTICS,-7.392729914," 274,839,520.00 ", -   ," -37,177,000.00 "
594,CNCE,CONCERT PHARMACEUTICALS,-7.356584227," 343,937,952.00 "," 29,188,000.00 "," -50,720,000.00 "
1396,INO,INOVIO PHARMACEUTICALS,-7.329243876," 540,460,928.00 ", -   ," -73,740,339.00 "
2838,VSAR,VERSARTIS INC,-7.269722967," 694,767,424.00 ", -   ," -95,570,000.00 "
2191,PTCT,PTC THERAPEUTICS INC,-7.188356165," 876,205,120.00 "," 141,242,000.00 "," -141,541,000.00 "
1435,ITCI,INTRA CELLULAR THERAPIES,-7.143007879," 823,758,912.00 ", -   ," -115,323,814.00 "
